submission_id,age,answer,category,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,explanation,gender,itemName,languages,responseTime,settingName,trialNr,trial_type
108,54,An Xbox is similar to a PlayStation in that you can play games on both.,similarity,,main,Graduated College,380981,1735189775165,1735189394184,"I'm sorry, we don't have a PlayStation. We have an Xbox.",female,electronics-console,English,71097,electronics,3,main
108,54,Motorcycle,,,motorcycle,Graduated College,380981,1735189775165,1735189394184,NA,female,carRental-moving,English,15154,carRental,4,main
108,54,The agent is providing the next best available room compared to what the older man is requesting.,inference,,main,Graduated College,380981,1735189775165,1735189394184,"I'm sorry, we don't have a single room in a five-star hotel. We have a suite in a four-star hotel.",female,bookingAgency-highClassAccommodation,English,123495,bookingAgency,5,main
109,21,sculpture,,,sculpture,Graduated High-school,428835,1735189965916,1735189537081,NA,female,art-painting,English,16758,art,1,main
109,21,"The employee's response is reasonable because not only did they answer the question, but they also provided another option of breed of dog available for purchase, golden retrievers.",inference,,main,Graduated High-school,428835,1735189965916,1735189537081,"I'm sorry, we don't have dalmatians. We have golden retrievers.",female,petAdoption-dogs,English,70049,petAdoption,2,main
109,21,"The receptionist's response is reasonable because although the gym does not offer yoga classes, they offer pilates classes, which are similar. It's good that she shared that information with the woman.",inference,,main,Graduated High-school,428835,1735189965916,1735189537081,"I'm sorry, we don't have yoga classes. We have a pilates class.",female,gym-yoga,English,63459,gymActivities,3,main
109,21,"The sales assistant's response is reasonable because although they do not sell Hawaiian shirts, they sell shorts, which gives the customer another option.",inference,,main,Graduated High-school,428835,1735189965916,1735189537081,"I'm sorry, we don't have Hawaiian shirts. We have shorts.",female,clothing-clothes,English,55748,clothing,4,main
109,21,"My friend's response is reasonable because although the zoo does not have tigers, they have lions, which are similar.",similarity,,main,Graduated High-school,428835,1735189965916,1735189537081,"I'm sorry, we don't have a tiger. We have a lion.",female,zoo-xl,English,184833,zoo,5,main
110,26,The cashier's response dictates an apology and follow up to educate the customer towards the next steps in their direction,inference,,main,Graduated College,318649,1735189978307,1735189659658,"I'm sorry, we don't have psychological thrillers. We have mystery novels.",female,books-fantasy,,88303,books,1,main
110,26,The agent shares with the older man that the room they have available is not necessarily what the man is looking for however the agent still informs the old man of the next closest option that they can offer. ,inference,,main,Graduated College,318649,1735189978307,1735189659658,"I'm sorry, we don't have a single room in a five-star hotel. We have a suite in a four-star hotel.",female,bookingAgency-highClassAccommodation,,71648,bookingAgency,2,main
110,26,Your aunt says this because she does not have what you are asking for however she can offer the next best thing that she can provide,inference,,main,Graduated College,318649,1735189978307,1735189659658,"I'm sorry, we don't have watercolor paintings. We have an oil painting.",female,interior-deco,,51899,interior,3,main
110,26,motorcycle,,,motorcycle,Graduated College,318649,1735189978307,1735189659658,NA,female,carRental-moving,,12450,carRental,4,main
110,26,The waiter issues an apology and offers the customer the most similar food item that the restaurant makes to what the customer is asking for.,inference,,main,Graduated College,318649,1735189978307,1735189659658,"I'm sorry, we don't have veggie pizza. We have cheese pizza.",female,cafe-pizza,,46017,cafe,5,main
111,55,Because they don't sell psychological thrillers. Mystery novels are the closest genre.,similarity,,main,Graduated College,449768,1735190096892,1735189647124,"I'm sorry, we don't have psychological thrillers. We have mystery novels.",female,books-fantasy,English,125048,books,1,main
111,55,They don't rent canoes but kayaks would be the most similar.,similarity,,main,Graduated College,449768,1735190096892,1735189647124,"I'm sorry, we don't have canoes. We have kayaks.",female,waterSport-muscle,English,64682,waterSport,2,main
111,55,Movies would be the next best thing if you don't have Netflix.,similarity,,main,Graduated College,449768,1735190096892,1735189647124,"I'm sorry, we don't have Netflix. We have some movies.",female,friendsActivities-videoEntertainment,English,66129,friendsActivities,3,main
111,55,They are both jewelry so you may want that instead.,inference,,main,Graduated College,449768,1735190096892,1735189647124,"I'm sorry, we don't have earrings. We have necklaces.",female,clothing-acc,English,64806,clothing,4,main
111,55,Motorcycle,,,motorcycle,Graduated College,449768,1735190096892,1735189647124,NA,female,carRental-moving,English,38334,carRental,5,main
112,46,The agent apologised which is kind. The agent explains they do not have jet skis but offers information about what they do have. They have water ski equipment. The agent offers the customer the equipment instead in case they are interested. ,inference,Thank you. ,main,Higher degree,482914,1735190144038,1735189661124,"I'm sorry, we don't have jet skis. We have water ski equipment.",female,waterSport-motor,English,99812,waterSport,1,main
112,46,The teacher is nice and polite. They explain their are no pottery classes but instead have art related classes in watercolour painting. The teacher is being kind and trying to invite the child to another class.,other,Thank you. ,main,Higher degree,482914,1735190144038,1735189661124,"I'm sorry, we don't have a pottery class. We have a watercolor painting class.",female,kidsActivities-crafts,English,110928,kidsActivities,2,main
112,46,The waiter knows the customer likes raspberry so offers lie when there is no cakes. The waiter wants to show the customer there are raspberry related foods and they can have pie instead of they like. The waiter gives a nice factual reply.,inference,Thank you. ,main,Higher degree,482914,1735190144038,1735189661124,"I'm sorry, we don't have raspberry cake. We have raspberry pie.",female,cafe-pie,English,79720,cafe,3,main
112,46,The attendant is sorry as they do not have cigars. They mention an alternative which may interest the passenger. They are given an alternative choice which is nice.,inference,Thank you. ,main,Higher degree,482914,1735190144038,1735189661124,"I'm sorry, we don't have cigars. We have cigarettes.",female,dutyFree-smokes,English,128528,dutyFree,4,main
112,46,Sculpture,,Thank you. ,sculpture,Higher degree,482914,1735190144038,1735189661124,NA,female,art-painting,English,14470,art,5,main
113,21,The employee was informing that they didn't have what they wanted and tells them another breed of the same animal they have,inference,,main,Graduated High-school,381579,1735190174902,1735189793323,"I'm sorry, we don't have dalmatians. We have golden retrievers.",male,petAdoption-dogs,English ,32154,petAdoption,1,main
113,21,sculpture,,,sculpture,Graduated High-school,381579,1735190174902,1735189793323,NA,male,art-painting,English ,12789,art,2,main
113,21,They Don't have a yoga class so the receptionist told her that and also told her about a similar class they have,inference,,main,Graduated High-school,381579,1735190174902,1735189793323,"I'm sorry, we don't have yoga classes. We have a pilates class.",male,gym-yoga,English ,24798,gymActivities,3,main
113,21,They Don't have the specific book he wanted to the cashier told him about a similar book they do have,inference,,main,Graduated High-school,381579,1735190174902,1735189793323,"I'm sorry, we don't have love poems. We have books of French love letters.",male,books-romance,English ,15576,books,4,main
113,21,The agent was providing a similar alternative,similarity,,main,Graduated High-school,381579,1735190174902,1735189793323,"I'm sorry, we don't have a bed in the youth hostel. We have a room in a cheap bed-and-breakfast.",male,bookingAgency-lowClassAccommodation,English ,18244,bookingAgency,5,main
114,38,The sales assistant first apologizes for not being able to supply the young man with the exact product he is looking for. The sales assistant then offers the most similar in-stock product to what the young man was looking for. ,inference,,main,Graduated College,766314,1735190308190,1735189541876,"I'm sorry, we don't have a MacBook Pro. We have a MacBook Air.",female,electronics-laptop,English,160380,electronics,1,main
114,38,classic,,,classic,Graduated College,766314,1735190308190,1735189541876,NA,female,music-hardrock,English,64055,music,2,main
114,38,"The teacher first apologizes to the child because the pottery class they would like to take is not available at this summer camp. Then the teacher offers a watercolor class, which is the most artistic class on offer, and thus most similar to the pottery class the child was seeking.",inference,,main,Graduated College,766314,1735190308190,1735189541876,"I'm sorry, we don't have a pottery class. We have a watercolor painting class.",female,kidsActivities-crafts,English,199966,kidsActivities,3,main
114,38,"The host first apologizes to the friend, because they do not have the Scrabble game that the friend desires to play. As a substitute, the host offers a different game, Monopoly. ",inference,,main,Graduated College,766314,1735190308190,1735189541876,"I'm sorry, we don't have Scrabble. We have Monopoly.",female,friendsActivities-boardGames,English,137114,friendsActivities,4,main
114,38,"My friend first apologizes, because the zoo does not have a tiger for the child to see. Then my friend makes an offer to the child to see the lion instead, the closest animal to a tiger in the zoo. ",inference,,main,Graduated College,766314,1735190308190,1735189541876,"I'm sorry, we don't have a tiger. We have a lion.",female,zoo-xl,English,134906,zoo,5,main
115,34,"The person tells them that what they want they don't have, but tells them what they do have in case they're interested",other,,main,Higher degree,337882,1735190393409,1735190055527,"I'm sorry, we don't have a club event with electronic music. We have a club event with a hip hop DJ.",male,touristInfo-clubbing,English,80152,touristInfo,1,main
115,34,"The store does not have what the customer wants, they clarify what they can offer",other,,main,Higher degree,337882,1735190393409,1735190055527,"I'm sorry, we don't have a PlayStation. We have an Xbox.",male,electronics-console,English,62307,electronics,2,main
115,34,They don't have what they want but tell them what they do have that is similar,inference,,main,Higher degree,337882,1735190393409,1735190055527,"I'm sorry, we don't have a chameleon. We have iguanas.",male,zoo-reptiles,English,39480,zoo,3,main
115,34,sculpture,,,sculpture,Higher degree,337882,1735190393409,1735190055527,NA,male,art-drawing,English,23970,art,4,main
115,34,"They don't have what the customer wants, but let's them know something similar that they do have",inference,,main,Higher degree,337882,1735190393409,1735190055527,"I'm sorry, we don't have earrings. We have necklaces.",male,clothing-acc,English,41997,clothing,5,main
