submission_id,age,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,explanation,gender,itemName,languages,question,responseTime,settingName,trialNr,trial_type,answer_num,sampled_goals,category
144,21,NA,main,Graduated College,235356,1735835321900,1735835086544,NA,female,books-romance,english,Do you have a book of love poems?,32237,books,3,main,answer2,find an object for a significant other,subordinate
144,21,NA,main,Graduated College,235356,1735835321900,1735835086544,NA,female,books-romance,english,Do you have a book of love poems?,32237,books,3,main,answer3,find a book for a class project,subordinate
144,21,NA,main,Graduated College,235356,1735835321900,1735835086544,NA,female,touristInfo-childTheatre,english,Is there a theatre performance for children today?,49975,touristInfo,4,main,answer1,to find an activity for her children,target-feature
144,21,NA,main,Graduated College,235356,1735835321900,1735835086544,NA,female,touristInfo-childTheatre,english,Is there a theatre performance for children today?,49975,touristInfo,4,main,answer2,to find a location where there are many children to scout out,subordinate
144,21,NA,main,Graduated College,235356,1735835321900,1735835086544,NA,female,touristInfo-childTheatre,english,Is there a theatre performance for children today?,49975,touristInfo,4,main,answer3,to learn more about the local culture,superordinate
144,21,NA,main,Graduated College,235356,1735835321900,1735835086544,NA,female,dutyFree-smokes,english,Do you sell cigars?,39749,dutyFree,5,main,answer1,to make a joke,subordinate
144,21,NA,main,Graduated College,235356,1735835321900,1735835086544,NA,female,dutyFree-smokes,english,Do you sell cigars?,39749,dutyFree,5,main,answer2,to determine if it is possible for him to buy cigars,target
144,21,NA,main,Graduated College,235356,1735835321900,1735835086544,NA,female,dutyFree-smokes,english,Do you sell cigars?,39749,dutyFree,5,main,answer3,to gather information to disseminate with friends about the availability of cigars,subordinate
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,electronics-laptop,English,Do you have a MacBook Pro?,150880,electronics,1,main,answer1,If they have the item he wants,target
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,electronics-laptop,English,Do you have a MacBook Pro?,150880,electronics,1,main,answer2,that if they do the cost is good,subordinate
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,electronics-laptop,English,Do you have a MacBook Pro?,150880,electronics,1,main,answer3,if not could they recommend another or where to go,subordinate
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,books-romance,English,Do you have a book of love poems?,65781,books,2,main,answer1,needs it for studies,subordinate
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,books-romance,English,Do you have a book of love poems?,65781,books,2,main,answer2,wants it for love life,subordinate
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,books-romance,English,Do you have a book of love poems?,65781,books,2,main,answer3,a way to get chatting to the cashier,subordinate
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,touristInfo-childTheatre,English,Is there a theatre performance for children today?,90355,touristInfo,3,main,answer1,to take kids to theatre,target
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,touristInfo-childTheatre,English,Is there a theatre performance for children today?,90355,touristInfo,3,main,answer2,something to keep kids occupied,target-feature
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,touristInfo-childTheatre,English,Is there a theatre performance for children today?,90355,touristInfo,3,main,answer3,may want for future ideas,subordinate
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,waterSport-motor,English,Do you rent jet skis?,48046,waterSport,4,main,answer1,if they do rent them,target
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,waterSport-motor,English,Do you rent jet skis?,48046,waterSport,4,main,answer2,how much per session,subordinate
145,50,NA,main,Graduated College,477164,1735835476452,1735834999288,NA,female,waterSport-motor,English,Do you rent jet skis?,48046,waterSport,4,main,answer3,if not is there anything else they can do,superordinate
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,touristInfo-childTheatre,English,Is there a theatre performance for children today?,28139,touristInfo,1,main,answer1,How far away is the theatre,subordinate
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,touristInfo-childTheatre,English,Is there a theatre performance for children today?,28139,touristInfo,1,main,answer2,Is the performance on today,subordinate
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,touristInfo-childTheatre,English,Is there a theatre performance for children today?,28139,touristInfo,1,main,answer3,Where is the theatre,subordinate
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,bookingAgency-lowClassAccommodation,English,Is there a bed in the youth hostel available for tomorrow night?,106378,bookingAgency,3,main,answer1,IS there room in the hostel,target
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,bookingAgency-lowClassAccommodation,English,Is there a bed in the youth hostel available for tomorrow night?,106378,bookingAgency,3,main,answer2,How much is a bed in the hostel,subordinate
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,bookingAgency-lowClassAccommodation,English,Is there a bed in the youth hostel available for tomorrow night?,106378,bookingAgency,3,main,answer3,is there any free space,target
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,bar-whiteWine,English,Do you have Sauvignon Blanc?,143186,bar,4,main,answer1,What wine is in stock,target-feature
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,bar-whiteWine,English,Do you have Sauvignon Blanc?,143186,bar,4,main,answer2,Is there a sauvingon blanc,target
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,bar-whiteWine,English,Do you have Sauvignon Blanc?,143186,bar,4,main,answer3,how much is the sauvingon blanc,subordinate
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,petAdoption-dogs,English,Do you have any Dalmatians?,20659,petAdoption,5,main,answer1,What dogs are available,target-feature
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,petAdoption-dogs,English,Do you have any Dalmatians?,20659,petAdoption,5,main,answer2,are there any dalmatians at the moment,target
147,26,NA,main,Graduated College,357657,1735835577336,1735835219679,NA,male,petAdoption-dogs,English,Do you have any Dalmatians?,20659,petAdoption,5,main,answer3,are there any dalmatians coming in,subordinate
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,interior-deco,English,Do you have watercolour paintings?,171955,interior,1,main,answer1,My friend wants to know if my aunt has any paintings she wants to give away so she can use them to decorate her own home.,subordinate
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,interior-deco,English,Do you have watercolour paintings?,171955,interior,1,main,answer2,"She wants only watercolor paintings and no other type, so she specified what she was looking for.",target-feature
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,interior-deco,English,Do you have watercolour paintings?,171955,interior,1,main,answer3,She wants to get an idea of just how many my aunt would want to give away so she herself would know if she needs to buy any more.,subordinate
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,waterSport-muscle,English,Do you rent canoes?,112135,waterSport,3,main,answer1,They are planning to go to the lake and want to rent a canoe.,target
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,waterSport-muscle,English,Do you rent canoes?,112135,waterSport,3,main,answer2,They are looking to rent a canoe but might be interested in something else they have available.,target
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,waterSport-muscle,English,Do you rent canoes?,112135,waterSport,3,main,answer3,If they don't rent canoes they may plan to go elsewhere where they do rent them.,subordinate
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,petAdoption-hamster,English,Do you have any hamsters?,50718,petAdoption,4,main,answer1,They want to buy a hamster.,target
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,petAdoption-hamster,English,Do you have any hamsters?,50718,petAdoption,4,main,answer2,They already have one hamster and would like a friend for it.,subordinate
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,petAdoption-hamster,English,Do you have any hamsters?,50718,petAdoption,4,main,answer3,They already have a hamster and just need some hamster supplies.,subordinate
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,bookingAgency-highClassAccommodation,English,Is a single room in a five-star hotel available for tomorrow night?,106892,bookingAgency,5,main,answer1,He wants to rent the room for himself and wants to have a luxurious evening.,target-feature
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,bookingAgency-highClassAccommodation,English,Is a single room in a five-star hotel available for tomorrow night?,106892,bookingAgency,5,main,answer2,He is renting the room for a friend or family member as a gift.,subordinate
148,59,"This was more difficult than I thought it would be. Coming up with one was easy, but three was tough! haha",main,Graduated College,645435,1735835626694,1735834981259,NA,female,bookingAgency-highClassAccommodation,English,Is a single room in a five-star hotel available for tomorrow night?,106892,bookingAgency,5,main,answer3,He's trying to get an idea if the are will be booked up when he needs the room and might have to get a lower star rated one.,subordinate
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,books-fantasy,english,Do you sell psychological thrillers?,171838,books,1,main,answer1,Finding out information,superordinate
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,books-fantasy,english,Do you sell psychological thrillers?,171838,books,1,main,answer2,making contact with people who have relevant interests,subordinate
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,books-fantasy,english,Do you sell psychological thrillers?,171838,books,1,main,answer3,causing suprise and interest to the cashier,subordinate
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,bar-tea,english,Do you have iced tea?,136702,bar,2,main,answer1,finding out if she can get a drink,superordinate
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,bar-tea,english,Do you have iced tea?,136702,bar,2,main,answer2,finding out if they sell her favourite beverage,target
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,bar-tea,english,Do you have iced tea?,136702,bar,2,main,answer3,making contact and human conversation,superordinate
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,gym-boxing,english,Do you offer boxing classes?,60579,gymActivities,3,main,answer1,She would like to take up fitness,superordinate-feature
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,gym-boxing,english,Do you offer boxing classes?,60579,gymActivities,3,main,answer2,She is interested in self defence for herself,superordinate-feature
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,gym-boxing,english,Do you offer boxing classes?,60579,gymActivities,3,main,answer3,She would like to build on her confidence,subordinate
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,electronics-console,english,Do you have a PlayStation?,102550,electronics,5,main,answer1,He is aiming to purchase a Playstation,target
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,electronics-console,english,Do you have a PlayStation?,102550,electronics,5,main,answer2,He is gaining understanding of what the second hand shop sells,superordinate
149,42,NA,main,Graduated College,621449,1735835648574,1735835027125,NA,female,electronics-console,english,Do you have a PlayStation?,102550,electronics,5,main,answer3,he is making conversation,superordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,kidsActivities-sports,english,Is there a gymnastics class?,108009,kidsActivities,1,main,answer1,increase in strength,superordinate-feature
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,kidsActivities-sports,english,Is there a gymnastics class?,108009,kidsActivities,1,main,answer2,to become discipline,subordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,kidsActivities-sports,english,Is there a gymnastics class?,108009,kidsActivities,1,main,answer3,increase confidence,subordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,petAdoption-hamster,english,Do you have any hamsters?,99032,petAdoption,3,main,answer1,hamsters are easy to care for,subordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,petAdoption-hamster,english,Do you have any hamsters?,99032,petAdoption,3,main,answer2,hamsters are relatively inexpensive,subordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,petAdoption-hamster,english,Do you have any hamsters?,99032,petAdoption,3,main,answer3,hamsters are quiet,subordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,clothing-acc,english,Do you have any earrings?,91630,clothing,4,main,answer1,to enhance beauty,subordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,clothing-acc,english,Do you have any earrings?,91630,clothing,4,main,answer2,to complement an outfit,subordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,clothing-acc,english,Do you have any earrings?,91630,clothing,4,main,answer3,to express their personal style,subordinate
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,gym-boxing,english,Do you offer boxing classes?,87073,gymActivities,5,main,answer1,to gain comprehensive fitness,superordinate-feature
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,gym-boxing,english,Do you offer boxing classes?,87073,gymActivities,5,main,answer2,to improve health,superordinate-feature
150,24,no please,main,Higher degree,494799,1735817696973,1735817202174,NA,male,gym-boxing,english,Do you offer boxing classes?,87073,gymActivities,5,main,answer3,to build body muscles,superordinate-feature
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,gym-boxing,English,Do you offer boxing classes?,27696,gymActivities,1,main,answer1,To learn,superordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,gym-boxing,English,Do you offer boxing classes?,27696,gymActivities,1,main,answer2,To get fitter,superordinate-feature
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,gym-boxing,English,Do you offer boxing classes?,27696,gymActivities,1,main,answer3,To lose weight,superordinate-feature
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,friendsActivities-videoEntertainment,English,Do you have Netflix?,21949,friendsActivities,2,main,answer1,Netflix and chill,subordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,friendsActivities-videoEntertainment,English,Do you have Netflix?,21949,friendsActivities,2,main,answer2,to discuss a latest watch,subordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,friendsActivities-videoEntertainment,English,Do you have Netflix?,21949,friendsActivities,2,main,answer3,To share accounts,subordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,clothing-acc,English,Do you have any earrings?,17305,clothing,4,main,answer1,to give as a gift,subordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,clothing-acc,English,Do you have any earrings?,17305,clothing,4,main,answer2,to browse,superordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,clothing-acc,English,Do you have any earrings?,17305,clothing,4,main,answer3,to treat themselves,subordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,books-fantasy,English,Do you sell psychological thrillers?,96638,books,5,main,answer1,to study,subordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,books-fantasy,English,Do you sell psychological thrillers?,96638,books,5,main,answer2,to read,superordinate
151,37,NA,main,Graduated High-school,549797,1735835871659,1735835321862,NA,female,books-fantasy,English,Do you sell psychological thrillers?,96638,books,5,main,answer3,to gift,subordinate
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,touristInfo-childTheatre,English,Is there a theatre performance for children today?,512305,touristInfo,1,main,answer1,To find a theater performance to watch with her child today.,target
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,touristInfo-childTheatre,English,Is there a theatre performance for children today?,512305,touristInfo,1,main,answer2,To find a theater performance for her child to participate in today.,subordinate
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,touristInfo-childTheatre,English,Is there a theatre performance for children today?,512305,touristInfo,1,main,answer3,To find out if there are any films for children on at the cinema today.,target
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,bar-whiteWine,English,Do you have Sauvignon Blanc?,475804,bar,2,main,answer1,She wants to buy a drink of Sauvignon Blanc.,target
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,bar-whiteWine,English,Do you have Sauvignon Blanc?,475804,bar,2,main,answer2,She wants to buy a cocktail that includes Sauvignon Blanc.,subordinate
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,bar-whiteWine,English,Do you have Sauvignon Blanc?,475804,bar,2,main,answer3,She is trying to determine how much the bartender knows about alcoholic drinks.,subordinate
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,dutyFree-smokes,English,Do you sell cigars?,367472,dutyFree,3,main,answer1,The passenger wants to buy some cigars.,target
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,dutyFree-smokes,English,Do you sell cigars?,367472,dutyFree,3,main,answer2,The passenger is bored and is just using the question as an excuse  to speak to the flight attendant.,subordinate
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,dutyFree-smokes,English,Do you sell cigars?,367472,dutyFree,3,main,answer3,The passenger is just curious whether the airline sells cigars.,superordinate
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,electronics-laptop,English,Do you have a MacBook Pro?,293387,electronics,4,main,answer1,The man wants to buy a MacBook Pro and wants to know whether the stores sells them.,target
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,electronics-laptop,English,Do you have a MacBook Pro?,293387,electronics,4,main,answer2,The man wants to know whether the sales assistant owns a MacBook Pro themselves so they can ask them whether they think the product is worth buying.,subordinate
152,29,NA,main,Higher degree,1912948,1735837111312,1735835198364,NA,male,electronics-laptop,English,Do you have a MacBook Pro?,293387,electronics,4,main,answer3,The man wants to have a go on a MacBook Pro to see what they are like to use.,subordinate
