submission_id,age,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,explanation,gender,itemName,languages,prolific_pid,prolific_session_id,prolific_study_id,question,responseTime,settingName,trialNr,trial_type,answer_num,sampled_goals,category
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,zoo-reptiles,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Can we see the chameleon?,112091,zoo,1,main,answer1,Wants to see the chameleon,target
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,zoo-reptiles,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Can we see the chameleon?,112091,zoo,1,main,answer2,Wants to get going to see the animals,superordinate
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,zoo-reptiles,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Can we see the chameleon?,112091,zoo,1,main,answer3,Wants attention,superordinate
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,clothing-acc,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have any earrings?,46695,clothing,2,main,answer1,Wants to buy earrings,target
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,clothing-acc,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have any earrings?,46695,clothing,2,main,answer2,Wants to know if earrings are available,target
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,clothing-acc,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have any earrings?,46695,clothing,2,main,answer3,Wants to know what selection/price earrings they have,subordinate
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,interior-deco,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have watercolour paintings?,81726,interior,3,main,answer1,Wants to know if she has watercolors,subordinate
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,interior-deco,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have watercolour paintings?,81726,interior,3,main,answer2,Wants more information on what the aunt provides,superordinate
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,interior-deco,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have watercolour paintings?,81726,interior,3,main,answer3,Wants to know what art the aunt specializes in,superordinate
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,bar-tea,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have iced tea?,51293,bar,5,main,answer1,If they have ice tea,target
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,bar-tea,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have iced tea?,51293,bar,5,main,answer2,What non-alcoholic drinks they provide,superordinate
120,30,NA,main,Graduated College,359095,1735344417556,1735344058461,NA,female,bar-tea,English,607134f478e13587bd89e13a,676f3fb343a64c24990c4d62,676f3e08413e14ddc9732121,Do you have iced tea?,51293,bar,5,main,answer3,If they could possibly make ice tea without it being offered on the menu,target
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,interior-green,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you have an aloe vera plant?,58558,interior,1,main,answer1,To obtain a plant for free,subordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,interior-green,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you have an aloe vera plant?,58558,interior,1,main,answer2,To buy a plant,superordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,interior-green,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you have an aloe vera plant?,58558,interior,1,main,answer3,To make polite conversation,superordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,kidsActivities-crafts,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Is there a pottery class?,75546,kidsActivities,2,main,answer1,The kid would like to do pottery,target
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,kidsActivities-crafts,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Is there a pottery class?,75546,kidsActivities,2,main,answer2,The kid would like pottery added to the options,subordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,kidsActivities-crafts,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Is there a pottery class?,75546,kidsActivities,2,main,answer3,The kid doesn't like the activities offered,subordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,bar-whiteWine,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you have Sauvignon Blanc?,73721,bar,3,main,answer1,She wants to know what type of white wine it is,subordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,bar-whiteWine,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you have Sauvignon Blanc?,73721,bar,3,main,answer2,She only. Likes Sauvignon Blanc and wants that,target
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,bar-whiteWine,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you have Sauvignon Blanc?,73721,bar,3,main,answer3,She wants to look knowledgeable about wine,subordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,dutyFree-smokes,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you sell cigars?,68175,dutyFree,4,main,answer1,They think cigars are always sold with cigarettes,subordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,dutyFree-smokes,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you sell cigars?,68175,dutyFree,4,main,answer2,They think cigars are better than cigarettes,subordinate
121,54,NA,main,Higher degree,356274,1735344414707,1735344058433,NA,female,dutyFree-smokes,English,57c8221b7612a1000118be3b,676f3fb6ee5ba70793975677,676f3e08413e14ddc9732121,Do you sell cigars?,68175,dutyFree,4,main,answer3,They like cigars and would like some,target
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,bookingAgency-lowClassAccommodation,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Is there a bed in the youth hostel available for tomorrow night?,80935,bookingAgency,1,main,answer1,The young man is looking for a place to stay.,target
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,bookingAgency-lowClassAccommodation,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Is there a bed in the youth hostel available for tomorrow night?,80935,bookingAgency,1,main,answer2,The young man is looking for specifically a place for youths.,subordinate
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,bookingAgency-lowClassAccommodation,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Is there a bed in the youth hostel available for tomorrow night?,80935,bookingAgency,1,main,answer3,The young man wants this hostel for tomorrow night.,target
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,friendsActivities-boardGames,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you have Scrabble?,65374,friendsActivities,3,main,answer1,The friend is interested in board games but not checkers and monopoly.,subordinate
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,friendsActivities-boardGames,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you have Scrabble?,65374,friendsActivities,3,main,answer2,The friend may dislike the games and wants to do something else.,subordinate
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,friendsActivities-boardGames,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you have Scrabble?,65374,friendsActivities,3,main,answer3,The friend may not want to watch a movie and instead play games.,target
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,gym-yoga,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you offer yoga classes?,79504,gymActivities,4,main,answer1,The woman wants to improve her figure.,superordinate
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,gym-yoga,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you offer yoga classes?,79504,gymActivities,4,main,answer2,The woman may not be interested in the current gym selections.,subordinate
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,gym-yoga,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you offer yoga classes?,79504,gymActivities,4,main,answer3,The woman is gauging whether the gym is for her or not.,superordinate
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,dutyFree-smokes,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you sell cigars?,77832,dutyFree,5,main,answer1,The passenger is not interested in the current selection.,subordinate
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,dutyFree-smokes,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you sell cigars?,77832,dutyFree,5,main,answer2,The passenger has a specific thing they want.,target
122,21,NA,main,Graduated High-school,392438,1735344462070,1735344069632,NA,other,dutyFree-smokes,english,66bd25c9e66d26e486cf615a,676f3fc3e7bb3a8381c6eec1,676f3e08413e14ddc9732121,Do you sell cigars?,77832,dutyFree,5,main,answer3,"The passenger is interested in smoking, just not cigarettes.",subordinate
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,zoo-reptiles,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Can we see the chameleon?,265716,zoo,1,main,answer1,They want to see chameleons.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,zoo-reptiles,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Can we see the chameleon?,265716,zoo,1,main,answer2,They are trying to find out if you know whether the zoo has chameleons.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,zoo-reptiles,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Can we see the chameleon?,265716,zoo,1,main,answer3,They want to know if you plan to see the chameleons.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,petAdoption-hamster,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Do you have any hamsters?,64906,petAdoption,2,main,answer1,The family wants to adopt a hamster.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,petAdoption-hamster,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Do you have any hamsters?,64906,petAdoption,2,main,answer2,The family wants a pet like a hamster.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,petAdoption-hamster,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Do you have any hamsters?,64906,petAdoption,2,main,answer3,The family is trying to find out if the centre has hamsters for adoption.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,interior-deco,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Do you have watercolour paintings?,60176,interior,3,main,answer1,The friend would like a watercolour painting for their wall.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,interior-deco,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Do you have watercolour paintings?,60176,interior,3,main,answer2,The friend is trying to find out if the aunt paints watercolours.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,interior-deco,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Do you have watercolour paintings?,60176,interior,3,main,answer3,The friend could be encouraging the aunt to try watercolour painting.,subordinate
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,touristInfo-clubbing,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Is there a club event with electronic music today?,110292,touristInfo,4,main,answer1,The woman is trying to find a club playing electronic music.,target
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,touristInfo-clubbing,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Is there a club event with electronic music today?,110292,touristInfo,4,main,answer2,The woman is not familiar with hip-hop and is trying to find out if it is a genre of electronic music.,subordinate
123,46,NA,main,Graduated College,544264,1735344592446,1735344048182,NA,male,touristInfo-clubbing,English,6659fa442c09453f80c77223,676f3fa9f952df8569c52368,676f3e08413e14ddc9732121,Is there a club event with electronic music today?,110292,touristInfo,4,main,answer3,The woman is trying to find out if there are any electronic music events in the near future.,target
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,bookingAgency-highClassAccommodation,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Is a single room in a five-star hotel available for tomorrow night?,169104,bookingAgency,1,main,answer1,"Looking for somewhere to stay tomorrow, for himself",target
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,bookingAgency-highClassAccommodation,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Is a single room in a five-star hotel available for tomorrow night?,169104,bookingAgency,1,main,answer2,Looking for somewhere to stay on behalf of an employer,subordinate
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,bookingAgency-highClassAccommodation,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Is a single room in a five-star hotel available for tomorrow night?,169104,bookingAgency,1,main,answer3,Looking for somewhere to stay on behalf of a family member,subordinate
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,electronics-console,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have a PlayStation?,61920,electronics,2,main,answer1,He wants to buy a Playstation for himself,target
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,electronics-console,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have a PlayStation?,61920,electronics,2,main,answer2,He wants to buy a Playstation as a gift,subordinate
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,electronics-console,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have a PlayStation?,61920,electronics,2,main,answer3,He wants to see the Playstation's price for a future purchase,subordinate
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,interior-deco,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have watercolour paintings?,145656,interior,4,main,answer1,The friend wants to get a watercolor painting for her apartment,target
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,interior-deco,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have watercolour paintings?,145656,interior,4,main,answer2,The friend wants to support the aunt's creativity,subordinate
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,interior-deco,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have watercolour paintings?,145656,interior,4,main,answer3,The friend wants to browse watercolor paintings,target
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,cafe-pizza,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have veggie pizza?,55809,cafe,5,main,answer1,The customer wants to buy a veggie pizza for themselves,target
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,cafe-pizza,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have veggie pizza?,55809,cafe,5,main,answer2,The customer wants to buy a veggie pizza for their family,subordinate
124,41,NA,main,Graduated College,546281,1735344593025,1735344046744,NA,female,cafe-pizza,English,6025aeaea2c27e19e096f29d,676f3fa42b3113ecddae5678,676f3e08413e14ddc9732121,Do you have veggie pizza?,55809,cafe,5,main,answer3,The customer wants to see if veggie pizzas are available for future purchase,subordinate
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,waterSport-muscle,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you rent canoes?,176692,waterSport,1,main,answer1,They want to know all the kinds of equipment the agency rents.,superordinate
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,waterSport-muscle,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you rent canoes?,176692,waterSport,1,main,answer2,They are curious about the differences between canoes and other water equipment.,subordinate
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,waterSport-muscle,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you rent canoes?,176692,waterSport,1,main,answer3,They want to rent a canoe.,target
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,interior-deco,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you have watercolour paintings?,144744,interior,2,main,answer1,They are looking for a specific type of art to decorate their home.,target
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,interior-deco,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you have watercolour paintings?,144744,interior,2,main,answer2,They want a watercolor painting and are hoping the Aunt has something she likes.,target
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,interior-deco,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you have watercolour paintings?,144744,interior,2,main,answer3,The friend is trying to get a feel for what kind of art the Aunt has.,superordinate
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,gym-boxing,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you offer boxing classes?,167292,gymActivities,3,main,answer1,"The woman wants to know what kind of boxing classes they offer.
",target
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,gym-boxing,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you offer boxing classes?,167292,gymActivities,3,main,answer2,"The woman wants to compare different classes available.
",superordinate
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,gym-boxing,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you offer boxing classes?,167292,gymActivities,3,main,answer3,The woman wants to know if a boxing class is the right fit for her.,target
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,electronics-console,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you have a PlayStation?,89318,electronics,4,main,answer1,The young man wants to know if they have a PlayStation that's not on display.,target
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,electronics-console,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you have a PlayStation?,89318,electronics,4,main,answer2,The young man is curious to know what kinds of products they have in stock.,superordinate
125,35,NA,main,Graduated High-school,641049,1735344604787,1735343963738,NA,male,electronics-console,English,6032aa14166df72d4c8a331f,676f3f5dd36272a05b218d7c,676f3e08413e14ddc9732121,Do you have a PlayStation?,89318,electronics,4,main,answer3,The young man wants to know if they ever have PlayStations in their inventory.,target
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,books-romance,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have a book of love poems?,47411,books,1,main,answer1,They have to read a poem for class.,subordinate
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,books-romance,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have a book of love poems?,47411,books,1,main,answer2,They want to recite poetry for a significant other.,subordinate
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,books-romance,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have a book of love poems?,47411,books,1,main,answer3,They need to research poems for a book report.,subordinate
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,friendsActivities-boardGames,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have Scrabble?,36361,friendsActivities,2,main,answer1,They want to play a game they are familiar with.,subordinate
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,friendsActivities-boardGames,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have Scrabble?,36361,friendsActivities,2,main,answer2,They are good at Scrabble and want to impress others.,subordinate
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,friendsActivities-boardGames,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have Scrabble?,36361,friendsActivities,2,main,answer3,They want to select a game several people might enjoy.,target
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,interior-green,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have an aloe vera plant?,96292,interior,3,main,answer1,She wants my aunt to offer her a plant from her collection.,subordinate
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,interior-green,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have an aloe vera plant?,96292,interior,3,main,answer2,She wants to get tips on growing aloe vera from my aunt.,subordinate
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,interior-green,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Do you have an aloe vera plant?,96292,interior,3,main,answer3,She would like an aloe vera plant of her own.,target
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,touristInfo-childTheatre,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Is there a theatre performance for children today?,140636,touristInfo,4,main,answer1,The woman has young children to entertain.,target
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,touristInfo-childTheatre,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Is there a theatre performance for children today?,140636,touristInfo,4,main,answer2,The woman wants to know what if all the events are for adults because she doesn't like kids.,subordinate
126,51,NA,main,Graduated College,652930,1735344716916,1735344063986,NA,female,touristInfo-childTheatre,English,5e7a2ccd69a7770604dfb352,676f3fb1375a518833f86153,676f3e08413e14ddc9732121,Is there a theatre performance for children today?,140636,touristInfo,4,main,answer3,The woman wants to know the schedule because she can't locate it online.,superordinate
